component_name,enabler_name,pdf_title,pdf_url,pdf_filename
"Informieren und Beraten von Kunden (§ 4 Abs. 2 Nr. 2)","03_ZielgerichteteMethoden zur Kundenberatung kennen und beurteilen können","03_ZielgerichteteMethoden zur Kundenberatung kennen und beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Informieren_und_Beraten_von_Kunden_par_4_Abs._2_Nr._2/03_ZielgerichteteMethoden_zur_Kundenberatung_kennen_und_beurteilen_koennen/03_ZielgerichteteMethoden_zur_Kundenberatung_kennen_und_beurteilen_koennen.pdf","03_ZielgerichteteMethoden zur Kundenberatung kennen und beurteilen können.pdf"
"Informieren und Beraten von Kunden (§ 4 Abs. 2 Nr. 2)","04_Informationen aufbereiten und präsentieren sowie Quellen auswerten können","04_Informationen aufbereiten und präsentieren sowie Quellen auswerten können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Informieren_und_Beraten_von_Kunden_par_4_Abs._2_Nr._2/04_Informationen_aufbereiten_und_praesentieren_sowie_Quellen_auswerten_koennen/04_Informationen_aufbereiten_und_praesentieren_sowie_Quellen_auswerten_koennen.pdf","04_Informationen aufbereiten und präsentieren sowie Quellen auswerten können.pdf"
"Informieren und Beraten von Kunden (§ 4 Abs. 2 Nr. 2)","05_Marketingaktivitäten unterstützen können","05_Marketingaktivitäten unterstützen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Informieren_und_Beraten_von_Kunden_par_4_Abs._2_Nr._2/05_Marketingaktivitaeten_unterstuetzen_koennen/05_Marketingaktivitaeten_unterstuetzen_koennen.pdf","05_Marketingaktivitäten unterstützen können.pdf"
"IT-Sicherheit & Datenschutz (Vertiefung) (§ 4 Abs. 2 Nr. 6  J2)","01_Schadenspotenziale von IT-Sicherheitsvorfällen einschätzen und Schäden verhindern können","01_Schadenspotenziale von IT-Sicherheitsvorfällen einschätzen und Schäde","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/IT-Sicherheit_Datenschutz_Vertiefung_par_4_Abs._2_Nr._6_J2/01_Schadenspotenziale_von_IT-Sicherheitsvorfaellen_einschaetzen_und_Schaeden_verhindern_koennen/01_Schadenspotenziale_von_IT-Sicherheitsvorfaellen_einschaetzen_und_Schaede.pdf","01_Schadenspotenziale von IT-Sicherheitsvorfällen einschätzen und Schäde.pdf"
"IT-Sicherheit & Datenschutz (Vertiefung) (§ 4 Abs. 2 Nr. 6  J2)","02_Präventive IT-Sicherheitsmaßnahmen für verschiedene Bedrohungsszenarien planen und umsetzen","02_Präventive IT-Sicherheitsmaßnahmen für verschiedene Bedrohungsszen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/IT-Sicherheit_Datenschutz_Vertiefung_par_4_Abs._2_Nr._6_J2/02_Praeventive_IT-Sicherheitsmassnahmen_fuer_verschiedene_Bedrohungsszenarien_planen_und_umsetzen/02_Praeventive_IT-Sicherheitsmassnahmen_fuer_verschiedene_Bedrohungsszen.pdf","02_Präventive IT-Sicherheitsmaßnahmen für verschiedene Bedrohungsszen.pdf"
"IT-Sicherheit & Datenschutz (Vertiefung) (§ 4 Abs. 2 Nr. 6  J2)","03_Ziele zur Entwicklung von IT-Sicherheitskriterien definieren","03_Ziele zur Entwicklung von IT-Sicherheitskriterien definieren","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/IT-Sicherheit_Datenschutz_Vertiefung_par_4_Abs._2_Nr._6_J2/03_Ziele_zur_Entwicklung_von_IT-Sicherheitskriterien_definieren/03_Ziele_zur_Entwicklung_von_IT-Sicherheitskriterien_definieren.pdf","03_Ziele zur Entwicklung von IT-Sicherheitskriterien definieren.pdf"
"IT-Sicherheit & Datenschutz (Vertiefung) (§ 4 Abs. 2 Nr. 6  J2)","04_Kunden zur IT-Sicherheit beraten","04_Kunden zur IT-Sicherheit beraten","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/IT-Sicherheit_Datenschutz_Vertiefung_par_4_Abs._2_Nr._6_J2/04_Kunden_zur_IT-Sicherheit_beraten/04_Kunden_zur_IT-Sicherheit_beraten.pdf","04_Kunden zur IT-Sicherheit beraten.pdf"
"IT-Sicherheit & Datenschutz (Vertiefung) (§ 4 Abs. 2 Nr. 6  J2)","05_Verschiedene Tools zur Überprüfung von IT- Sicherheitsmaßnahmen erläutern","05_Verschiedene Tools zur Überprüfung von IT- Sicherheitsmaßnahmen erläutern","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/IT-Sicherheit_Datenschutz_Vertiefung_par_4_Abs._2_Nr._6_J2/05_Verschiedene_Tools_zur_ueberpruefung_von_IT-_Sicherheitsmassnahmen_erlaeutern/05_Verschiedene_Tools_zur_ueberpruefung_von_IT-_Sicherheitsmassnahmen_erlaeutern.pdf","05_Verschiedene Tools zur Überprüfung von IT- Sicherheitsmaßnahmen erläutern.pdf"
"IT-Sicherheit & Datenschutz (Vertiefung) (§ 4 Abs. 2 Nr. 6  J2)","06_Wirksamkeit und Effizienz der umgesetzten Technisch Organisatorischen Maßnahmen (TOM) zur IT-Sicherheit und zum Datenschutz prüfen","06_Wirksamkeit und Effizienz d","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/IT-Sicherheit_Datenschutz_Vertiefung_par_4_Abs._2_Nr._6_J2/06_Wirksamkeit_und_Effizienz_der_umgesetzten_Technisch_Organisatorischen_Massnahmen_TOM_zur_IT-Sicherheit_und_zum_Datenschutz_pruefen/06_Wirksamkeit_und_Effizienz_d.pdf","06_Wirksamkeit und Effizienz d.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","01_Lasten-Pflichtenheft erstellen können","01_Lasten-Pflichtenheft erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/01_Lasten-Pflichtenheft_erstellen_koennen/01_Lasten-Pflichtenheft_erstellen_koennen.pdf","01_Lasten-Pflichtenheft erstellen können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","02_Vorgehensmodelle unterscheiden können","02_Vorgehensmodelle unterscheiden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/02_Vorgehensmodelle_unterscheiden_koennen/02_Vorgehensmodelle_unterscheiden_koennen.pdf","02_Vorgehensmodelle unterscheiden können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","03_Strukturierte Analyse- und Designverfahren anwenden können","03_Strukturierte Analyse- und Designverfahren anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/03_Strukturierte_Analyse-_und_Designverfahren_anwenden_koennen/03_Strukturierte_Analyse-_und_Designverfahren_anwenden_koennen.pdf","03_Strukturierte Analyse- und Designverfahren anwenden können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","04_Objektorientierte Analyse- und Designverfahren anwenden können","04_Objektorientierte Analyse- und Designverfahren anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/04_Objektorientierte_Analyse-_und_Designverfahren_anwenden_koennen/04_Objektorientierte_Analyse-_und_Designverfahren_anwenden_koennen.pdf","04_Objektorientierte Analyse- und Designverfahren anwenden können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","05_Programmspezifikationen_festlegen,_Datenmodelle","05_Programmspezifikationen_festlegen,_Datenmodelle","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/05_Programmspezifikationen_festlegen_Datenmodelle/05_Programmspezifikationen_festlegen_Datenmodelle.pdf","05_Programmspezifikationen_festlegen,_Datenmodelle.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","06_Konzepte von Programmiersprachen","06_Konzepte von Programmiersprachen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/06_Konzepte_von_Programmiersprachen/06_Konzepte_von_Programmiersprachen.pdf","06_Konzepte von Programmiersprachen.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","07_Software-Entwicklungswerkzeuge aufgabenbezogen auswählen und anwenden können","07_Software-Entwicklungswerkzeuge aufgabenbezogen auswählen und anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/07_Software-Entwicklungswerkzeuge_aufgabenbezogen_auswaehlen_und_anwenden_koennen/07_Software-Entwicklungswerkzeuge_aufgabenbezogen_auswaehlen_und_anwenden_koennen.pdf","07_Software-Entwicklungswerkzeuge aufgabenbezogen auswählen und anwenden können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","08_Einsatzmöglichkeiten von Programmiersprachen kennen","08_Einsatzmöglichkeiten von Programmiersprachen kennen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/08_Einsatzmoeglichkeiten_von_Programmiersprachen_kennen/08_Einsatzmoeglichkeiten_von_Programmiersprachen_kennen.pdf","08_Einsatzmöglichkeiten von Programmiersprachen kennen.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","09_UML-Diagramme erstellen können","09_UML-Diagramme erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/09_UML-Diagramme_erstellen_koennen/09_UML-Diagramme_erstellen_koennen.pdf","09_UML-Diagramme erstellen können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","10_Datenmodelle erstellen können","10_Datenmodelle erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/10_Datenmodelle_erstellen_koennen/10_Datenmodelle_erstellen_koennen.pdf","10_Datenmodelle erstellen können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","11_Normalisierung anwenden können (1. bis 3. Normalform)","11_Normalisierung anwenden können (1. bis 3. Normalform)","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/11_Normalisierung_anwenden_koennen_1._bis_3._Normalform/11_Normalisierung_anwenden_koennen_1._bis_3._Normalform.pdf","11_Normalisierung anwenden können (1. bis 3. Normalform).pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","12_Architektur und Design Pattern anwenden können","12_Architektur und Design Pattern anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/12_Architektur_und_Design_Pattern_anwenden_koennen/12_Architektur_und_Design_Pattern_anwenden_koennen.pdf","12_Architektur und Design Pattern anwenden können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","13_Anforderungen an die Softwareergonomie benennen und beurteilen können","13_Anforderungen an die Softwareergonomie benennen und beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/13_Anforderungen_an_die_Softwareergonomie_benennen_und_beurteilen_koennen/13_Anforderungen_an_die_Softwareergonomie_benennen_und_beurteilen_koennen.pdf","13_Anforderungen an die Softwareergonomie benennen und beurteilen können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","14_Benutzeroberfläche gestalten können","14_Benutzeroberfläche gestalten können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/14_Benutzeroberflaeche_gestalten_koennen/14_Benutzeroberflaeche_gestalten_koennen.pdf","14_Benutzeroberfläche gestalten können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","15_Prototypen (Mockups) erstellen können","15_Prototypen (Mockups) erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/15_Prototypen_Mockups_erstellen_koennen/15_Prototypen_Mockups_erstellen_koennen.pdf","15_Prototypen (Mockups) erstellen können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","16_Algorithmen erstellen können","16_Algorithmen erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/16_Algorithmen_erstellen_koennen/16_Algorithmen_erstellen_koennen.pdf","16_Algorithmen erstellen können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","17_Objektorientierte Programmiermethodenkonzepte anwenden können","17_Objektorientierte Programmiermethodenkonzepte anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/17_Objektorientierte_Programmiermethodenkonzepte_anwenden_koennen/17_Objektorientierte_Programmiermethodenkonzepte_anwenden_koennen.pdf","17_Objektorientierte Programmiermethodenkonzepte anwenden können.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","18_Einfache Such- und Sortier-Algorithmen kennen","18_Einfache Such- und Sortier-Algorithmen kennen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/18_Einfache_Such-_und_Sortier-Algorithmen_kennen/18_Einfache_Such-_und_Sortier-Algorithmen_kennen.pdf","18_Einfache Such- und Sortier-Algorithmen kennen.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","19_Bestehende Funktionen, Klassen erweitern","19_Bestehende Funktionen, Klassen erweitern","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/19_Bestehende_Funktionen_Klassen_erweitern/19_Bestehende_Funktionen_Klassen_erweitern.pdf","19_Bestehende Funktionen, Klassen erweitern.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","20_Dateiformate zum Datenaustausch anwenden können und deren Einsatzbereiche kennen","20_Dateiformate zum Datenaustausch anwenden können und deren Einsatzbereiche","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/20_Dateiformate_zum_Datenaustausch_anwenden_koennen_und_deren_Einsatzbereiche_kennen/20_Dateiformate_zum_Datenaustausch_anwenden_koennen_und_deren_Einsatzbereiche.pdf","20_Dateiformate zum Datenaustausch anwenden können und deren Einsatzbereiche.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","21_Möglichkeiten zur Nutzung von Services und Ressourcen eines Servers kennen","21_Möglichkeiten zur Nutzung von Services und Ressourcen eines Servers kennen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/21_Moeglichkeiten_zur_Nutzung_von_Services_und_Ressourcen_eines_Servers_kennen/21_Moeglichkeiten_zur_Nutzung_von_Services_und_Ressourcen_eines_Servers_kennen.pdf","21_Möglichkeiten zur Nutzung von Services und Ressourcen eines Servers kennen.pdf"
"Konzipieren und Umsetzen von Softwareanwendungen (§ 4 Abs. 3 Nr. 1)","22_Datenbankabfrage, Datenpflege mit SQL erstel- len können Verweis auf Belegsatz","22_Datenbankabfrage, Datenpflege mit SQL erstel- len können Verweis auf Belegs","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_und_Umsetzen_von_Softwareanwendungen_par_4_Abs._3_Nr._1/22_Datenbankabfrage_Datenpflege_mit_SQL_erstel-_len_koennen_Verweis_auf_Belegsatz/22_Datenbankabfrage_Datenpflege_mit_SQL_erstel-_len_koennen_Verweis_auf_Belegs.pdf","22_Datenbankabfrage, Datenpflege mit SQL erstel- len können Verweis auf Belegs.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","01_Lasten-Pflichtenheft erstellen können","01_Lasten-Pflichtenheft erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/01_Lasten-Pflichtenheft_erstellen_koennen/01_Lasten-Pflichtenheft_erstellen_koennen.pdf","01_Lasten-Pflichtenheft erstellen können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","02_Vorgehensmodelle unterscheiden können","02_Vorgehensmodelle unterscheiden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/02_Vorgehensmodelle_unterscheiden_koennen/02_Vorgehensmodelle_unterscheiden_koennen.pdf","02_Vorgehensmodelle unterscheiden können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","03_Strukturierte Analyse- und Designverfahren anwenden können","03_Strukturierte Analyse- und Designverfahren anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/03_Strukturierte_Analyse-_und_Designverfahren_anwenden_koennen/03_Strukturierte_Analyse-_und_Designverfahren_anwenden_koennen.pdf","03_Strukturierte Analyse- und Designverfahren anwenden können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","04_Objektorientierte Analyse- und Designverfahren anwenden können","04_Objektorientierte Analyse- und Designverfahren anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/04_Objektorientierte_Analyse-_und_Designverfahren_anwenden_koennen/04_Objektorientierte_Analyse-_und_Designverfahren_anwenden_koennen.pdf","04_Objektorientierte Analyse- und Designverfahren anwenden können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","05_Programmspezifikationen_festlegen,_Datenmodelle","05_Programmspezifikationen_festlegen,_Datenmodelle","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/05_Programmspezifikationen_festlegen_Datenmodelle/05_Programmspezifikationen_festlegen_Datenmodelle.pdf","05_Programmspezifikationen_festlegen,_Datenmodelle.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","06_Konzepte von Programmiersprachen","06_Konzepte von Programmiersprachen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/06_Konzepte_von_Programmiersprachen/06_Konzepte_von_Programmiersprachen.pdf","06_Konzepte von Programmiersprachen.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","07_Software-Entwicklungswerkzeuge aufgabenbezogen auswählen und anwenden können","07_Software-Entwicklungswerkzeuge aufgabenbezogen auswählen und anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/07_Software-Entwicklungswerkzeuge_aufgabenbezogen_auswaehlen_und_anwenden_koennen/07_Software-Entwicklungswerkzeuge_aufgabenbezogen_auswaehlen_und_anwenden_koennen.pdf","07_Software-Entwicklungswerkzeuge aufgabenbezogen auswählen und anwenden können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","08_Einsatzmöglichkeiten von Programmiersprachen kennen","08_Einsatzmöglichkeiten von Programmiersprachen kennen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/08_Einsatzmoeglichkeiten_von_Programmiersprachen_kennen/08_Einsatzmoeglichkeiten_von_Programmiersprachen_kennen.pdf","08_Einsatzmöglichkeiten von Programmiersprachen kennen.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","09_UML-Diagramme erstellen können","09_UML-Diagramme erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/09_UML-Diagramme_erstellen_koennen/09_UML-Diagramme_erstellen_koennen.pdf","09_UML-Diagramme erstellen können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","10_Datenmodelle erstellen können","10_Datenmodelle erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/10_Datenmodelle_erstellen_koennen/10_Datenmodelle_erstellen_koennen.pdf","10_Datenmodelle erstellen können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","11_Normalisierung anwenden können (1. bis 3. Normalform)","11_Normalisierung anwenden können (1. bis 3. Normalform)","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/11_Normalisierung_anwenden_koennen_1._bis_3._Normalform/11_Normalisierung_anwenden_koennen_1._bis_3._Normalform.pdf","11_Normalisierung anwenden können (1. bis 3. Normalform).pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","12_Architektur und Design Pattern anwenden können","12_Architektur und Design Pattern anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/12_Architektur_und_Design_Pattern_anwenden_koennen/12_Architektur_und_Design_Pattern_anwenden_koennen.pdf","12_Architektur und Design Pattern anwenden können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","13_Anforderungen an die Softwareergonomie benennen und beurteilen können","13_Anforderungen an die Softwareergonomie benennen und beurteilen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/13_Anforderungen_an_die_Softwareergonomie_benennen_und_beurteilen_koennen/13_Anforderungen_an_die_Softwareergonomie_benennen_und_beurteilen_koennen.pdf","13_Anforderungen an die Softwareergonomie benennen und beurteilen können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","14_Benutzeroberfläche gestalten können","14_Benutzeroberfläche gestalten können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/14_Benutzeroberflaeche_gestalten_koennen/14_Benutzeroberflaeche_gestalten_koennen.pdf","14_Benutzeroberfläche gestalten können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","15_Prototypen (Mockups) erstellen können","15_Prototypen (Mockups) erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/15_Prototypen_Mockups_erstellen_koennen/15_Prototypen_Mockups_erstellen_koennen.pdf","15_Prototypen (Mockups) erstellen können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","16_Algorithmen erstellen können","16_Algorithmen erstellen können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/16_Algorithmen_erstellen_koennen/16_Algorithmen_erstellen_koennen.pdf","16_Algorithmen erstellen können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","17_Objektorientierte Programmiermethodenkonzepte anwenden können","17_Objektorientierte Programmiermethodenkonzepte anwenden können","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/17_Objektorientierte_Programmiermethodenkonzepte_anwenden_koennen/17_Objektorientierte_Programmiermethodenkonzepte_anwenden_koennen.pdf","17_Objektorientierte Programmiermethodenkonzepte anwenden können.pdf"
"Konzipieren von Softwareanwendungen (Vertiefung) (§ 4 Abs. 3 Nr. 1  J2)","18_Einfache Such- und Sortier-Algorithmen kennen","18_Einfache Such- und Sortier-Algorithmen kennen","https://ngpsgwwlnlliphfgtrya.supabase.co/storage/v1/object/public/content/enablers/Konzipieren_von_Softwareanwendungen_Vertiefung_par_4_Abs._3_Nr._1_J2/18_Einfache_Such-_und_Sortier-Algorithmen_kennen/18_Einfache_Such-_und_Sortier-Algorithmen_kennen.pdf","18_Einfache Such- und Sortier-Algorithmen kennen.pdf"
